5.127286780081560025e+00;7.377688422540055058e+01;0.000000000000000000e+00;0.000000000000000000e+00
6.606211603494790197e+00;7.277346969967722146e+01;0.000000000000000000e+00;0.000000000000000000e+00
8.151211960948167246e+00;3.877932660486686700e+01;0.000000000000000000e+00;0.000000000000000000e+00
6.484344369220361948e+00;4.068772694926303757e+01;0.000000000000000000e+00;0.000000000000000000e+00
5.144749300348259169e+00;3.684933220202545812e+01;0.000000000000000000e+00;0.000000000000000000e+00
6.847473943442942357e+00;3.928287125808674318e+01;0.000000000000000000e+00;0.000000000000000000e+00
6.272985550419382328e+00;6.346110687452478771e+01;1.000000000000000000e+00;1.000000000000000000e+00
6.195813993718816803e+00;4.354469952431165325e+01;0.000000000000000000e+00;0.000000000000000000e+00
6.664497298321063745e+00;7.884405288193410399e+01;0.000000000000000000e+00;0.000000000000000000e+00
6.516558679362926654e+00;4.404981166328856546e+01;0.000000000000000000e+00;0.000000000000000000e+00
6.627803439260571139e+00;5.679412116974526725e+01;1.000000000000000000e+00;1.000000000000000000e+00
5.577295003702744225e+00;6.579550621036722191e+01;0.000000000000000000e+00;0.000000000000000000e+00
7.553847191118306270e+00;5.474534332704425310e+01;0.000000000000000000e+00;0.000000000000000000e+00
5.640246373349173226e+00;5.673034720053578184e+01;0.000000000000000000e+00;0.000000000000000000e+00
6.330464686483034065e+00;7.654479596437221289e+01;0.000000000000000000e+00;0.000000000000000000e+00
7.011873453188313121e+00;6.334163011319218128e+01;1.000000000000000000e+00;1.000000000000000000e+00
5.251587180375970831e+00;5.280448549128526992e+01;0.000000000000000000e+00;0.000000000000000000e+00
5.704165652634502592e+00;3.955434560651962528e+01;0.000000000000000000e+00;0.000000000000000000e+00
5.410213682558526749e+00;6.906034978978217964e+01;0.000000000000000000e+00;0.000000000000000000e+00
7.299398063351634214e+00;6.997320523960203786e+01;1.000000000000000000e+00;1.000000000000000000e+00
5.352086081145840168e+00;5.665474630349125107e+01;0.000000000000000000e+00;0.000000000000000000e+00
8.365018014429418614e+00;6.605244793273050163e+01;0.000000000000000000e+00;0.000000000000000000e+00
