8.389777692272694765e+00;5.040535625060869762e+01;0.000000000000000000e+00;0.000000000000000000e+00
7.828430315278017915e+00;6.579530094435415322e+01;0.000000000000000000e+00;0.000000000000000000e+00
8.527101047983554949e+00;7.677395800286382155e+01;0.000000000000000000e+00;0.000000000000000000e+00
8.867806850418858744e+00;6.883123632584727147e+01;0.000000000000000000e+00;0.000000000000000000e+00
5.856830454256881424e+00;6.650484450328255548e+01;1.000000000000000000e+00;1.000000000000000000e+00
7.570293590080740209e+00;5.353755914655322101e+01;1.000000000000000000e+00;1.000000000000000000e+00
8.266376591905061133e+00;7.009402729718175351e+01;1.000000000000000000e+00;1.000000000000000000e+00
5.944071654131645843e+00;6.696270309943538734e+01;1.000000000000000000e+00;1.000000000000000000e+00
6.085096648491766125e+00;7.242000274116519165e+01;0.000000000000000000e+00;0.000000000000000000e+00
7.903423085338195264e+00;7.323087911362003410e+01;0.000000000000000000e+00;0.000000000000000000e+00
6.345055649848497126e+00;6.896471082780966810e+01;1.000000000000000000e+00;1.000000000000000000e+00
5.570386915244657899e+00;4.005547633426586174e+01;0.000000000000000000e+00;0.000000000000000000e+00
8.142419478137945532e+00;7.590972206698191371e+01;0.000000000000000000e+00;0.000000000000000000e+00
6.687228150698180329e+00;4.378738672886660055e+01;0.000000000000000000e+00;0.000000000000000000e+00
6.448026879457872340e+00;4.020938951441023335e+01;0.000000000000000000e+00;0.000000000000000000e+00
7.625658388851447533e+00;3.748013977038911548e+01;0.000000000000000000e+00;0.000000000000000000e+00
8.251109126984221831e+00;4.050810403873101961e+01;0.000000000000000000e+00;0.000000000000000000e+00
6.527254377309014366e+00;5.024350473166916942e+01;1.000000000000000000e+00;1.000000000000000000e+00
7.901479674832570410e+00;6.008464892242633226e+01;1.000000000000000000e+00;1.000000000000000000e+00
5.280153781262127310e+00;3.751569000467145543e+01;0.000000000000000000e+00;0.000000000000000000e+00
6.667019987724503771e+00;7.951273946477834897e+01;0.000000000000000000e+00;0.000000000000000000e+00
8.590955172229058689e+00;7.102627892317511282e+01;1.000000000000000000e+00;1.000000000000000000e+00
8.014970686109478493e+00;4.346958309398153375e+01;0.000000000000000000e+00;0.000000000000000000e+00
8.977553568345371104e+00;4.148356253784170633e+01;0.000000000000000000e+00;0.000000000000000000e+00
5.115707803771661233e+00;4.667362739201064414e+01;0.000000000000000000e+00;0.000000000000000000e+00
8.285063058615428133e+00;4.136954888538604536e+01;1.000000000000000000e+00;1.000000000000000000e+00
5.500560921174109552e+00;5.180386392428125930e+01;0.000000000000000000e+00;0.000000000000000000e+00
7.897586415579272767e+00;4.767271785052556510e+01;0.000000000000000000e+00;0.000000000000000000e+00
8.498983627828117449e+00;7.899407349173694115e+01;0.000000000000000000e+00;0.000000000000000000e+00
5.206336817991445542e+00;5.158285766791931337e+01;0.000000000000000000e+00;0.000000000000000000e+00
7.102478107877360003e+00;5.430533487200456477e+01;1.000000000000000000e+00;1.000000000000000000e+00
6.429313222417823326e+00;4.152266695554578746e+01;0.000000000000000000e+00;0.000000000000000000e+00
5.697324712869241026e+00;4.761544926088573249e+01;0.000000000000000000e+00;0.000000000000000000e+00
5.002872501342282341e+00;5.981623775805039145e+01;0.000000000000000000e+00;0.000000000000000000e+00
6.503473495802690962e+00;3.709144708455464468e+01;0.000000000000000000e+00;0.000000000000000000e+00
5.232994553141865346e+00;5.562134834079942891e+01;0.000000000000000000e+00;0.000000000000000000e+00
5.606325072798354014e+00;5.793339338276337003e+01;0.000000000000000000e+00;0.000000000000000000e+00
7.510523000123590975e+00;4.864953436502552364e+01;0.000000000000000000e+00;0.000000000000000000e+00
5.797384089814024755e+00;6.367054833208126041e+01;1.000000000000000000e+00;1.000000000000000000e+00
6.427205744754577843e+00;6.864357497945613318e+01;1.000000000000000000e+00;1.000000000000000000e+00
5.734314916037320131e+00;7.997675171360833701e+01;0.000000000000000000e+00;0.000000000000000000e+00
6.854465887982911454e+00;6.370269386538836898e+01;1.000000000000000000e+00;1.000000000000000000e+00
5.464381231625488056e+00;7.509119382187995484e+01;0.000000000000000000e+00;0.000000000000000000e+00
6.898392556818286891e+00;6.972451025804245717e+01;1.000000000000000000e+00;1.000000000000000000e+00
5.879758597623562011e+00;3.763755052566920511e+01;0.000000000000000000e+00;0.000000000000000000e+00
